Journal Name,JIF 2024
NEUROLOGY CLINICAL PRACTICE,3.2
EPIGENETICS,3.2
HUMAN MOLECULAR GENETICS,3.2
HYDROLOGY,3.2
INTERNATIONAL JOURNAL OF MEDICAL SCIENCES,3.2
JOURNAL OF THE NEUROLOGICAL SCIENCES,3.2
SOFTWARE AND SYSTEMS MODELING,3.2
CARDIO ONCOLOGY,3.2
HUMAN and EXPERIMENTAL TOXICOLOGY,3.2
JOURNAL OF THE WORLD AQUACULTURE SOCIETY,3.2
LAND,3.2
FRONTIERS IN NEUROSCIENCE,3.2
DEGENERATIVE NEUROLOGICAL AND NEUROMUSCULAR DISEASE,3.2
JOURNAL OF PHARMACY AND PHARMACOLOGY,3.2
EUROPEAN PLANNING STUDIES,3.2
AEU INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,3.2
GUT AND LIVER,3.2
IEEE JOURNAL OF ELECTROMAGNETICS RF AND MICROWAVES IN MEDICINE AND BIOLOGY,3.2
NEUROBIOLOGY OF PAIN,3.2
BIOMOLECULES and THERAPEUTICS,3.2
CALCIFIED TISSUE INTERNATIONAL,3.2
FORECASTING,3.2
JOURNAL OF COGNITIVE ENGINEERING AND DECISION MAKING,3.2
JOURNAL OF CONSUMER AFFAIRS,3.2
MOLECULAR CARCINOGENESIS,3.2
BIODEGRADATION,3.2
HIV MEDICINE,3.2
INTERNATIONAL JOURNAL OF INFORMATION SECURITY,3.2
JOURNAL OF CANCER,3.2
JOURNAL OF THE EUROPEAN OPTICAL SOCIETY RAPID PUBLICATIONS,3.2
CLIMATE,3.2
INTERNATIONAL JOURNAL OF CLINICAL PHARMACY,3.2
INTERNATIONAL JOURNAL OF DERMATOLOGY,3.2
JOURNAL OF COMMUNICATIONS AND NETWORKS,3.2
JOURNAL OF MECHANISMS AND ROBOTICS TRANSACTIONS OF THE ASME,3.2
NAR CANCER,3.2
WORLD JOURNAL OF TRADITIONAL CHINESE MEDICINE,3.2
CLINICAL and EXPERIMENTAL METASTASIS,3.2
ENVIRONMENTAL POLLUTANTS AND BIOAVAILABILITY,3.2
INTERNATIONAL JOURNAL OF NON LINEAR MECHANICS,3.2
CLINICAL COLORECTAL CANCER,3.2
IEEE OPEN JOURNAL OF THE SOLID STATE CIRCUITS SOCIETY,3.2
IEEE TRANSACTIONS ON ELECTRON DEVICES,3.2
INTERNATIONAL JOURNAL OF MICROBIOLOGY,3.2
APPLIED COMPUTING AND GEOSCIENCES,3.2
FATIGUE and FRACTURE OF ENGINEERING MATERIALS and STRUCTURES,3.2
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,3.2
PHARMACOLOGY,3.2
JOURNAL OF APPLIED MICROBIOLOGY,3.2
JOURNAL OF CHROMATOGRAPHY OPEN,3.2
PHOTOCHEMICAL and PHOTOBIOLOGICAL SCIENCES,3.2
ARCTIC SCIENCE,3.2
INTERNATIONAL IMMUNOLOGY,3.2
JOURNAL OF CLINICAL AND EXPERIMENTAL HEPATOLOGY,3.2
JOURNAL OF MICROENCAPSULATION,3.2
EUROPEAN FOOD RESEARCH AND TECHNOLOGY,3.2
FOOD BIOPHYSICS,3.2
ADVANCES IN NANO RESEARCH,3.2
ANESTHESIA AND PAIN MEDICINE,3.2
BIOPOLYMERS,3.2
ANNALS OF GERIATRIC MEDICINE AND RESEARCH,3.2
JOURNAL OF PHYSICS D APPLIED PHYSICS,3.2
NITRIC OXIDE BIOLOGY AND CHEMISTRY,3.2
RESOURCES BASEL,3.2
COMPETITIVENESS REVIEW,3.2
JOURNAL OF SOL GEL SCIENCE AND TECHNOLOGY,3.2
NUTRITION and DIETETICS,3.2
ATMOSPHERIC AND OCEANIC SCIENCE LETTERS,3.2
PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,3.2
COMPUTATIONAL URBAN SCIENCE,3.2
IUBMB LIFE,3.2
FLEXIBLE SERVICES AND MANUFACTURING JOURNAL,3.2
JOURNAL OF PETROLEUM EXPLORATION AND PRODUCTION TECHNOLOGY,3.2
ONCOLOGY AND THERAPY,3.2
POLYMER ENGINEERING AND SCIENCE,3.2
FLEXIBLE AND PRINTED ELECTRONICS,3.2
PLANNING THEORY and PRACTICE,3.2
BIOMEDICAL ENGINEERING ONLINE,3.2
IEEE OPEN ACCESS JOURNAL OF POWER AND ENERGY,3.2
MATERIALS,3.2
APSIPA TRANSACTIONS ON SIGNAL AND INFORMATION PROCESSING,3.2
BIONANOSCIENCE,3.2
CARBON MANAGEMENT,3.2
JOURNAL OF IMMUNOTHERAPY AND PRECISION ONCOLOGY,3.2
JOURNAL OF INDUSTRIAL MICROBIOLOGY and BIOTECHNOLOGY,3.2
ADSORPTION SCIENCE and TECHNOLOGY,3.2
ADVANCED MODELING AND SIMULATION IN ENGINEERING SCIENCES,3.2
JOURNAL OF SUSTAINABLE METALLURGY,3.2
CHANNELS,3.2
CURRENT DEVELOPMENTS IN NUTRITION,3.2
ENVIRONMENTAL RESEARCH: INFRASTRUCTURE AND SUSTAINABILITY,3.2
JOURNAL OF PHYSICAL CHEMISTRY C,3.2
KOREAN JOURNAL OF CHEMICAL ENGINEERING,3.2
CELL STRESS and CHAPERONES,3.2
QUARTERLY REVIEW OF BIOLOGY,3.2
INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING AND MANAGEMENT,3.2
WORLD JOURNAL OF CLINICAL ONCOLOGY,3.2
ENERGIES,3.2
JOURNAL OF POROUS MATERIALS,3.2
PRODUCTION AND MANUFACTURING RESEARCH AN OPEN ACCESS JOURNAL,3.2
MOLECULAR SYSTEMS DESIGN and ENGINEERING,3.2
THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,3.2
ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY and CHEMICAL PHYSICS,3.2
AI MAGAZINE,3.2
CORROSION REVIEWS,3.2
COLLOIDS AND INTERFACES,3.2
KONA POWDER AND PARTICLE JOURNAL,3.2
JOURNAL OF WORLD PREHISTORY,3.1
SUPREME COURT REVIEW,3.1
EAST EUROPEAN POLITICS,3.1
UNIVERSITY OF PENNSYLVANIA LAW REVIEW,3.1
SYSTEMS,3.1
LEARNING MEDIA AND TECHNOLOGY,3.1
POLICY AND POLITICS,3.1
JOURNAL OF ETHNIC AND MIGRATION STUDIES,3.1
JOURNAL OF PEACE RESEARCH,3.1
ARTIFICIAL INTELLIGENCE AND LAW,3.1
JOURNAL OF EUROPEAN INTEGRATION,3.1
CHINESE POLITICAL SCIENCE REVIEW,3.1
INTERNATIONAL ENVIRONMENTAL AGREEMENTS POLITICS LAW AND ECONOMICS,3.1
BEHAVIOURAL PUBLIC POLICY,3.1
JOURNAL OF HUMAN EVOLUTION,3.1
MEDICINE HEALTH CARE AND PHILOSOPHY,3.1
INSECT SYSTEMATICS AND DIVERSITY,3.1
PORCINE HEALTH MANAGEMENT,3.1
INTERNATIONAL JOURNAL OF NURSING SCIENCES,3.1
EVOLUTIONARY ANTHROPOLOGY,3.1
OPEN LEARNING,3.1
EARLY CHILDHOOD RESEARCH QUARTERLY,3.1
JOURNAL OF DENTAL SCIENCES,3.1
STUDIES IN EDUCATIONAL EVALUATION,3.1
HEALTH SOCIOLOGY REVIEW,3.1
JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES,3.1
EUROPEAN JOURNAL OF TEACHER EDUCATION,3.1
FORENSIC SCIENCE INTERNATIONAL GENETICS,3.1
SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION and EMERGENCY MEDICINE,3.1
OBESITY SURGERY,3.1
ITALIAN JOURNAL OF PEDIATRICS,3.1
PEDIATRIC RESEARCH,3.1
BMC ORAL HEALTH,3.1
MYCOSES,3.1
CLINICAL ORAL INVESTIGATIONS,3.1
BONE and JOINT OPEN,3.1
DENTAL TRAUMATOLOGY,3.1
GENETICS SELECTION EVOLUTION,3.1
QUARTERLY REVIEW OF ECONOMICS AND FINANCE,3.1
REVIEW OF PUBLIC PERSONNEL ADMINISTRATION,3.1
SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,3.1
IRISH VETERINARY JOURNAL,3.1
CHINESE PHYSICS C,3.1
AMERICAN JOURNAL OF OBSTETRICS and GYNECOLOGY MFM,3.1
JOURNAL OF NEUROSURGERY SPINE,3.1
ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,3.1
EXPERIMENTAL DERMATOLOGY,3.1
FOOD AND WATERBORNE PARASITOLOGY,3.1
GOVERNANCE AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,3.1
BMC MEDICAL ETHICS,3.1
GEOFORUM,3.1
GLOBAL TRANSITIONS,3.1
NEUROBIOLOGY OF LANGUAGE,3.1
AMERICAN JOURNAL OF PHYSIOLOGY ENDOCRINOLOGY AND METABOLISM,3.1
DISCOURSE CONTEXT and MEDIA,3.1
OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,3.1
DENTISTRY JOURNAL,3.1
MOBILE DNA,3.1
VIRCHOWS ARCHIV,3.1
JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,3.1
PATIENT EDUCATION AND COUNSELING,3.1
INTERNATIONAL JOURNAL OF HEALTH SERVICES,3.1
PROFESSIONAL DEVELOPMENT IN EDUCATION,3.1
SSM POPULATION HEALTH,3.1
JOURNAL OF EPIDEMIOLOGY AND GLOBAL HEALTH,3.1
VETERINARY JOURNAL,3.1
COGNITIVE RESEARCH PRINCIPLES AND IMPLICATIONS,3.1
CREATIVITY RESEARCH JOURNAL,3.1
DEVELOPMENTAL PSYCHOLOGY,3.1
INTERNATIONAL JOURNAL OF BUSINESS COMMUNICATION,3.1
BRITISH JOURNAL OF CLINICAL PSYCHOLOGY,3.1
EMERGING MARKETS FINANCE AND TRADE,3.1
JCPP ADVANCES,3.1
INTERNATIONAL RESEARCH IN GEOGRAPHICAL AND ENVIRONMENTAL EDUCATION,3.1
JOURNAL OF RESEARCH IN PERSONALITY,3.1
JOURNAL OF POLICY MODELING,3.1
COMPUTER STANDARDS and INTERFACES,3.1
ENVIRONMENTAL EDUCATION RESEARCH,3.1
FUNCTIONAL and INTEGRATIVE GENOMICS,3.1
EMPIRICAL RESEARCH IN VOCATIONAL EDUCATION AND TRAINING,3.1
GEOGRAPHICAL JOURNAL,3.1
JOURNAL OF COMPARATIVE ECONOMICS,3.1
JOURNAL OF HOSPITAL INFECTION,3.1
STUDIES IN FAMILY PLANNING,3.1
HEALTH POLICY AND PLANNING,3.1
PATIENT PATIENT CENTERED OUTCOMES RESEARCH,3.1
ANNALS OF CARDIOTHORACIC SURGERY,3.1
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,3.1
AFRICAN DEVELOPMENT REVIEW REVUE AFRICAINE DE DEVELOPPEMENT,3.1
CLINICAL JOURNAL OF PAIN,3.1
EKSPLOATACJA I NIEZAWODNOSC MAINTENANCE AND RELIABILITY,3.1
EUROCHOICES,3.1
JOURNAL OF PUBLIC HEALTH,3.1
PSYCHOMETRIKA,3.1
FRONTIERS IN ORAL HEALTH,3.1
JOURNAL OF NATURAL FIBERS,3.1
NETWORK NEUROSCIENCE,3.1
SALUD PUBLICA DE MEXICO,3.1
3D PRINTING IN MEDICINE,3.1
MSPHERE,3.1
ANNALS OF GENERAL PSYCHIATRY,3.1
CURRENT RESEARCH IN PARASITOLOGY and VECTOR BORNE DISEASES,3.1
KIDNEY DISEASES,3.1
KOREAN JOURNAL OF PAIN,3.1
RESPIRATORY MEDICINE,3.1
BIOPHYSICAL JOURNAL,3.1
BOTANICAL STUDIES,3.1
DAIRY,3.1
GESUNDE PFLANZEN,3.1
SCIPOST PHYSICS CORE,3.1
PHYTOPATHOLOGY,3.1
ASLIB JOURNAL OF INFORMATION MANAGEMENT,3.1
COMPUTER AIDED DESIGN,3.1
JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,3.1
JOURNAL OF ALZHEIMERS DISEASE,3.1
MULTIMEDIA SYSTEMS,3.1
EUROPEAN CELLS and MATERIALS,3.1
ADMINISTRATIVE SCIENCES,3.1
JOURNAL OF APPLIED ECONOMETRICS,3.1
MYCOTOXIN RESEARCH,3.1
ADIPOCYTE,3.1
AIDS,3.1
AUTOMATED SOFTWARE ENGINEERING,3.1
JOURNAL OF NEURO ONCOLOGY,3.1
MUSCLE and NERVE,3.1
NEUROLOGIA,3.1
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,3.1
KOREAN CIRCULATION JOURNAL,3.1
PHYSICA A STATISTICAL MECHANICS AND ITS APPLICATIONS,3.1
TEXTILE PROGRESS,3.1
COMMUNICATIONS IN COMPUTATIONAL PHYSICS,3.1
CARDIOVASCULAR DRUGS AND THERAPY,3.1
JOURNAL OF TURBOMACHINERY TRANSACTIONS OF THE ASME,3.1
METABARCODING AND METAGENOMICS,3.1
NAUNYN SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,3.1
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,3.1
CYTOJOURNAL,3.1
JOURNAL OF CARDIOPULMONARY REHABILITATION AND PREVENTION,3.1
JOURNAL OF CLINICAL NEUROLOGY,3.1
JOURNAL OF DIABETES AND ITS COMPLICATIONS,3.1
NEUROPSYCHOBIOLOGY,3.1
ENVIRONMENT AND PLANNING B URBAN ANALYTICS AND CITY SCIENCE,3.1
JOURNAL OF HYDROLOGY X,3.1
MOLECULAR INFORMATICS,3.1
PAIN REPORTS,3.1
AMERICAN JOURNAL OF HYPERTENSION,3.1
GLOBAL HEART,3.1
JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,3.1
BIOTECHNOLOGY JOURNAL,3.1
COMPUTATIONAL BIOLOGY AND CHEMISTRY,3.1
INTERNATIONAL JOURNAL OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,3.1
CHINA COMMUNICATIONS,3.1
EUROPEAN FINANCIAL MANAGEMENT,3.1
INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,3.1
JOURNAL OF ASTRONOMICAL TELESCOPES INSTRUMENTS AND SYSTEMS,3.1
KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,3.1
VIBRATIONAL SPECTROSCOPY,3.1
PPAR RESEARCH,3.1
JOURNAL OF CHEMICAL PHYSICS,3.1
JOURNAL OF COMPUTER AIDED MOLECULAR DESIGN,3.1
OPTICAL MATERIALS EXPRESS,3.1
ORGANIZATION,3.1
AUTOIMMUNITY,3.1
BIOCHIMICA ET BIOPHYSICA ACTA GENE REGULATORY MECHANISMS,3.1
JOURNAL OF WATER AND CLIMATE CHANGE,3.1
MECHATRONICS,3.1
TRANSPORTMETRICA A TRANSPORT SCIENCE,3.1
WEATHER AND FORECASTING,3.1
BIODIVERSITY AND CONSERVATION,3.1
CANCER MEDICINE,3.1
JOURNAL OF STRATEGIC MARKETING,3.1
NEUROINFORMATICS,3.1
BENEFICIAL MICROBES,3.1
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,3.1
INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,3.1
JOURNAL OF THE ENDOCRINE SOCIETY,3.1
QUALITATIVE RESEARCH IN ACCOUNTING AND MANAGEMENT,3.1
TRIPLE HELIX,3.1
INTENSIVE CARE MEDICINE EXPERIMENTAL,3.1
JOURNAL OF IMMUNOTOXICOLOGY,3.1
JOURNAL OF LEUKOCYTE BIOLOGY,3.1
NUTRITION RESEARCH,3.1
RESOURCE AND ENERGY ECONOMICS,3.1
BEHAVIOUR and INFORMATION TECHNOLOGY,3.1
JOURNAL OF HUNTINGTONS DISEASE,3.1
JOURNAL OF MANAGEMENT DEVELOPMENT,3.1
JOURNAL OF WEB SEMANTICS,3.1
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,3.1
BIOTECH,3.1
CHEMICAL PHYSICS LETTERS,3.1
CHINESE GEOGRAPHICAL SCIENCE,3.1
IET COLLABORATIVE INTELLIGENT MANUFACTURING,3.1
INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,3.1
JOURNAL OF FLUORESCENCE,3.1
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,3.1
NETWORK,3.1
SCIENTIFICA,3.1
EXPERT OPINION ON DRUG SAFETY,3.1
FRONTIERS IN ALLERGY,3.1
FRONTIERS OF STRUCTURAL AND CIVIL ENGINEERING,3.1
INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,3.1
INTERNATIONAL JOURNAL OF WOMENS DERMATOLOGY,3.1
JOURNAL OF STRUCTURAL INTEGRITY AND MAINTENANCE,3.1
BUILDINGS,3.1
JOURNAL OF ANESTHESIA ANALGESIA AND CRITICAL CARE,3.1
MEDICINAL CHEMISTRY RESEARCH,3.1
JOURNAL OF APPLIED BIOMATERIALS and FUNCTIONAL MATERIALS,3.1
THERAPEUTIC ADVANCES IN HEMATOLOGY,3.1
FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,3.1
JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,3.1
VISION THE JOURNAL OF BUSINESS PERSPECTIVE,3.1
GEOTHERMAL ENERGY,3.1
JOURNAL OF ARID LAND,3.1
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,3.1
ENVIRONMENTAL SCIENCE WATER RESEARCH and TECHNOLOGY,3.1
IMMUNOLOGIC RESEARCH,3.1
INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY,3.1
INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,3.1
INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS,3.1
CURRENT APPLIED PHYSICS,3.1
INTERNATIONAL JOURNAL OF FOOD SCIENCE,3.1
KNOWLEDGE AND INFORMATION SYSTEMS,3.1
METALLURGICAL AND MATERIALS TRANSACTIONS B PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,3.1
MICROELECTRONIC ENGINEERING,3.1
RSC CHEMICAL BIOLOGY,3.1
MICRO AND NANO ENGINEERING,3.1
FOLIA MICROBIOLOGICA,3.1
FRONTLINE GASTROENTEROLOGY,3.1
JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP,3.1
MEDICINA INTENSIVA,3.1
NATURAL SCIENCES,3.1
FOOD SCIENCE AND BIOTECHNOLOGY,3.1
OPTICAL SWITCHING AND NETWORKING,3.1
INTERNATIONAL JOURNAL OF GREEN ENERGY,3.1
FARADAY DISCUSSIONS,3.1
GLYCOCONJUGATE JOURNAL,3.1
REACTION CHEMISTRY and ENGINEERING,3.1
CELL BIOLOGY INTERNATIONAL,3.1
HUMAN CELL,3.1
FUEL CELLS,3.1
FRONTIERS IN BIOSCIENCE LANDMARK,3.1
FORESIGHT,3.1
CHEMISTRYOPEN,3.1
ADSORPTION JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,3.1
TUMORI JOURNAL,3.1
CHEMSYSTEMSCHEM,3.1
BIOMEDICAL ENGINEERING AND COMPUTATIONAL BIOLOGY,3.1
REVIEWS IN INORGANIC CHEMISTRY,3.1
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,3.1
RECENT PATENTS ON NANOTECHNOLOGY,3.1
COLUMBIA LAW REVIEW,3
STANFORD LAW REVIEW,3
EDUCATIONAL PSYCHOLOGY,3
SCIENCE AND ENGINEERING ETHICS,3
DUKE MATHEMATICAL JOURNAL,3
ANNUAL REVIEW OF LAW AND SOCIAL SCIENCE,3
DISTANCE EDUCATION,3
MATHEMATICAL MODELS and METHODS IN APPLIED SCIENCES,3
POST SOVIET AFFAIRS,3
EDUCACION XX1,3
SOCIETY AND MENTAL HEALTH,3
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,3
COMMUNICATIONS IN ANALYSIS AND MECHANICS,3
RESEARCH AND PRACTICE IN TECHNOLOGY ENHANCED LEARNING,3
EUROPEAN SOCIOLOGICAL REVIEW,3
PSYCHOLOGY OF WOMEN QUARTERLY,3
TRENDS IN HEARING,3
NEONATOLOGY,3
INSECT SCIENCE,3
JOURNAL OF POPULATION ECONOMICS,3
JOURNAL OF EDUCATION POLICY,3
NURSE EDUCATOR,3
SECURITY STUDIES,3
GENDER WORK AND ORGANIZATION,3
JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,3
PHYSICAL EDUCATION AND SPORT PEDAGOGY,3
LARGE SCALE ASSESSMENTS IN EDUCATION,3
HUMAN BEHAVIOR AND EMERGING TECHNOLOGIES,3
JOURNAL OF REFRACTIVE SURGERY,3
DYSPHAGIA,3
JOURNAL OF MEMORY AND LANGUAGE,3
JOURNAL OF EPIDEMIOLOGY,3
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,3
TRANSBOUNDARY AND EMERGING DISEASES,3
NPJ SCIENCE OF LEARNING,3
JOURNAL OF TRADITIONAL AND COMPLEMENTARY MEDICINE,3
MENOPAUSE THE JOURNAL OF THE MENOPAUSE SOCIETY,3
PATHOLOGY,3
NEUROSURGICAL FOCUS,3
INFORMATION SOCIETY,3
BMC PSYCHOLOGY,3
JOURNAL OF ROBOTIC SURGERY,3
MANAGEMENT IN EDUCATION,3
WOOD SCIENCE AND TECHNOLOGY,3
BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,3
PAIN MEDICINE,3
EUROPEAN JOURNAL OF SPORT SCIENCE,3
PHYSIOTHERAPY,3
NURSING INQUIRY,3
JOURNAL OF APPLIED BEHAVIOR ANALYSIS,3
JOURNAL OF CONTEXTUAL BEHAVIORAL SCIENCE,3
RENAL FAILURE,3
EUROPEAN JOURNAL OF CARDIO THORACIC SURGERY,3
JOURNAL OF CREATIVE BEHAVIOR,3
TOPICS IN COGNITIVE SCIENCE,3
JOURNAL OF VASCULAR SURGERY VENOUS AND LYMPHATIC DISORDERS,3
TRANSPLANT INTERNATIONAL,3
BIOSAFETY AND HEALTH,3
PSYCHOTHERAPY RESEARCH,3
COGNITIVE PSYCHOLOGY,3
CONSUMPTION AND SOCIETY,3
NEOBIOTA,3
STRENGTH AND CONDITIONING JOURNAL,3
CITY and COMMUNITY,3
EUROPEAN JOURNAL OF HEALTH ECONOMICS,3
NICOTINE and TOBACCO RESEARCH,3
BIOLOGY OF REPRODUCTION,3
BMC PALLIATIVE CARE,3
KIDNEY360,3
NUCLEAR MEDICINE AND BIOLOGY,3
BMC HEALTH SERVICES RESEARCH,3
FRONTIERS IN INSECT SCIENCE,3
SUPPORTIVE CARE IN CANCER,3
EJNMMI RESEARCH,3
JOURNAL OF COGNITIVE NEUROSCIENCE,3
JOURNAL OF MEDICAL ECONOMICS,3
SPE JOURNAL,3
JOURNAL OF PHYSICAL OCEANOGRAPHY,3
HORTICULTURAE,3
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,3
MAGNETIC RESONANCE IN MEDICINE,3
BUSINESS ETHICS QUARTERLY,3
MEDICAL MICROBIOLOGY AND IMMUNOLOGY,3
CORNELL HOSPITALITY QUARTERLY,3
CPT PHARMACOMETRICS and SYSTEMS PHARMACOLOGY,3
FUNGAL BIOLOGY,3
JOURNAL OF MOLECULAR GRAPHICS and MODELLING,3
MALARIA JOURNAL,3
NEUROPSYCHOLOGY,3
GLOBAL SPINE JOURNAL,3
JOURNAL OF OSTEOPOROSIS,3
NEUROLOGY INTERNATIONAL,3
CURRENT RESEARCH IN TOXICOLOGY,3
INTERNATIONAL PUBLIC MANAGEMENT JOURNAL,3
JOURNAL OF MECHANICAL DESIGN,3
DEEP SEA RESEARCH PART II TOPICAL STUDIES IN OCEANOGRAPHY,3
GENOMICS,3
JMIR HUMAN FACTORS,3
ANNALS OF EPIDEMIOLOGY,3
FRONTIERS IN NETWORK PHYSIOLOGY,3
HIGH CONFIDENCE COMPUTING,3
JOURNAL OF APPLIED PHYCOLOGY,3
BMC INFECTIOUS DISEASES,3
OIKOS,3
TURKISH JOURNAL OF AGRICULTURE AND FORESTRY,3
ANNALS OF PHYSICS,3
GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,3
FOCUS ON HEALTH PROFESSIONAL EDUCATION A MULTIDISCIPLINARY JOURNAL,3
MOLECULAR BREEDING,3
PROCEEDINGS OF THE ROYAL SOCIETY A MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,3
ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,3
BIOLOGY LETTERS,3
BIOORGANIC and MEDICINAL CHEMISTRY,3
EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY and INFECTIOUS DISEASES,3
FRONTIERS IN MEDICINE,3
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,3
HUMAN CENTRIC COMPUTING AND INFORMATION SCIENCES,3
INTERNATIONAL JOURNAL OF HYPERTHERMIA,3
TRANSLATIONAL BEHAVIORAL MEDICINE,3
JOURNAL OF INNATE IMMUNITY,3
MYCOLOGICAL PROGRESS,3
TRENDS IN NEUROSCIENCE AND EDUCATION,3
BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,3
INTERNATIONAL JOURNAL OF STRUCTURAL INTEGRITY,3
JOURNAL OF STRATEGY AND MANAGEMENT,3
THERAPEUTIC ADVANCES IN RESPIRATORY DISEASE,3
FRONTIERS IN MARINE SCIENCE,3
PSYCHONOMIC BULLETIN and REVIEW,3
PUBLIC HEALTH NUTRITION,3
COMPLEMENTARY THERAPIES IN CLINICAL PRACTICE,3
GERONTOLOGY,3
INORGANICS,3
INTERNATIONAL JOURNAL OF EMERGING MARKETS,3
QUALITY TECHNOLOGY AND QUANTITATIVE MANAGEMENT,3
HEALTH PSYCHOLOGY RESEARCH,3
JOURNAL OF SYNCHROTRON RADIATION,3
MOLECULAR PHARMACOLOGY,3
CLINICAL AND TRANSLATIONAL GASTROENTEROLOGY,3
IEEE SOFTWARE,3
JOURNAL OF ASTHMA AND ALLERGY,3
ATLA ALTERNATIVES TO LABORATORY ANIMALS,3
CURRENT DRUG DELIVERY,3
INTERNATIONAL JOURNAL OF URBAN SCIENCES,3
BIOINSPIRATION and BIOMIMETICS,3
JOURNAL OF TRIBOLOGY TRANSACTIONS OF THE ASME,3
LUMINESCENCE,3
MONTHLY WEATHER REVIEW,3
PAIN RESEARCH and MANAGEMENT,3
JOURNAL OF DIABETES INVESTIGATION,3
JOURNAL OF THE GEOLOGICAL SOCIETY,3
SPEECH COMMUNICATION,3
STRUCTURAL ENGINEERING AND MECHANICS,3
CURRENT RESEARCH IN TRANSLATIONAL MEDICINE,3
FUTURE JOURNAL OF PHARMACEUTICAL SCIENCES,3
JOURNAL OF MOLECULAR RECOGNITION,3
RESULTS IN OPTICS,3
SCHIZOPHRENIA RESEARCH COGNITION,3
VEGETATION CLASSIFICATION AND SURVEY,3
BBA ADVANCES,3
BIOCHIMIE,3
EARTH SCIENCE INFORMATICS,3
JOURNAL OF BACTERIOLOGY,3
JOURNAL OF MARKETING MANAGEMENT,3
NUTRITION,3
AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS,3
BRITISH JOURNAL OF NUTRITION,3
DIABETES and VASCULAR DISEASE RESEARCH,3
DIABETES METABOLIC SYNDROME AND OBESITY,3
ENGINEERING IN LIFE SCIENCES,3
JOURNAL OF WEB LIBRARIANSHIP,3
MOLECULAR IMMUNOLOGY,3
AVS QUANTUM SCIENCE,3
CHIRALITY,3
CLINICAL ONCOLOGY,3
DIGITAL SIGNAL PROCESSING,3
EXPERT REVIEW OF CLINICAL PHARMACOLOGY,3
HELLENIC JOURNAL OF CARDIOLOGY,3
JOURNAL OF ACCOUNTING AND ORGANIZATIONAL CHANGE,3
